graph_type,method,repetition,dimension,depth,max_parents,sparsity,correlation,observed_fraction,observation_strategy,block_size,runtime_seconds,ess_mean,ess_per_second,mean_rmse,variance_rmse,covariance_frobenius_error,posterior_condition_number,mean_abs_posterior_corr,max_abs_posterior_corr,precision_density,block_within_precision_mass,block_cut_ratio,n_blocks,mean_block_size,max_block_size_actual,gibbs_spectral_radius,rb_mean_rmse,rb_variance_rmse
random_sparse,block_precision_bfs,2,60,,6,0.18,0.8,0.4,uniform,4,0.08449200999996265,154.59312895204872,1829.6774920151274,0.09108500297851002,0.12298758979379543,2.6804638917328005,77.8311185931396,0.12810576416678776,0.7354274312104018,0.30952380952380953,0.2706639515735316,0.7293360484264684,13,2.769230769230769,4,0.8727937977110376,0.07037488034969235,0.09271116637462422
random_sparse,block_topological,2,60,,6,0.18,0.8,0.4,uniform,8,0.03313662599998679,176.70521755301456,5332.625522981278,0.13215598932641398,0.2236536681447973,3.8217205177723645,77.8311185931396,0.12810576416678776,0.7354274312104018,0.30952380952380953,0.24409326349900723,0.7559067365009928,5,7.2,8,0.8548477499892413,0.10879176308004516,0.17195500139244949
random_sparse,block_random,2,60,,6,0.18,0.8,0.4,uniform,8,0.03410468300000957,169.92171501442184,4982.357262032729,0.12851636608312123,0.1199601431658894,3.1182079677006755,77.8311185931396,0.12810576416678776,0.7354274312104018,0.30952380952380953,0.21506278532980067,0.7849372146701994,5,7.2,8,0.8407996642864342,0.1114494138333614,0.07585189273001398
random_sparse,block_precision_bfs,2,60,,6,0.18,0.8,0.4,uniform,8,0.05228506200000993,231.36379313338637,4425.0457833126875,0.09979375390053043,0.13163362935831427,2.870803124637274,77.8311185931396,0.12810576416678776,0.7354274312104018,0.30952380952380953,0.39938690625593337,0.6006130937440666,8,4.5,8,0.8363435566080375,0.0853003827736394,0.06644172927086585
random_sparse,block_topological,2,60,,6,0.18,0.8,0.4,uniform,12,0.02239930399991863,220.82951408148423,9858.766776069759,0.17022719808362102,0.1825044549853423,4.438756813640598,77.8311185931396,0.12810576416678776,0.7354274312104018,0.30952380952380953,0.4388877447895124,0.5611122552104876,3,12.0,12,0.8412285042181649,0.15002924122902378,0.14951150202313837
random_sparse,block_random,2,60,,6,0.18,0.8,0.4,uniform,12,0.02150712200000271,199.56282381052472,9278.918109568522,0.05134604988214498,0.11003199847019328,2.69341611155869,77.8311185931396,0.12810576416678776,0.7354274312104018,0.30952380952380953,0.28756187350088014,0.7124381264991199,3,12.0,12,0.8363961350924489,0.037708064781850986,0.061063170480387834
random_sparse,block_precision_bfs,2,60,,6,0.18,0.8,0.4,uniform,12,0.028091807000009794,282.32653448459564,10050.137909764837,0.08286806820947995,0.18202911819903297,3.445594069081045,77.8311185931396,0.12810576416678776,0.7354274312104018,0.30952380952380953,0.5320488982078885,0.4679511017921115,4,9.0,12,0.8436020055464377,0.05984957532665454,0.1391244104202725
random_sparse,block_topological,2,60,,6,0.18,0.8,0.4,uniform,16,0.021260012000084316,241.77294448747256,11372.192286933501,0.09721493399773899,0.08872317382429597,2.996632803877402,77.8311185931396,0.12810576416678776,0.7354274312104018,0.30952380952380953,0.4862589859973143,0.5137410140026857,3,12.0,16,0.8263873518800726,0.07095717091841282,0.07341330422048833
random_sparse,block_random,2,60,,6,0.18,0.8,0.4,uniform,16,0.02159803799997917,226.31938687932853,10478.701207931332,0.07829429618732196,0.11280116237387662,2.9344766432753713,77.8311185931396,0.12810576416678776,0.7354274312104018,0.30952380952380953,0.2898233100827104,0.7101766899172897,3,12.0,16,0.7992317956333024,0.059575777834724016,0.07934399834840453
random_sparse,block_precision_bfs,2,60,,6,0.18,0.8,0.4,uniform,16,0.0408710939999537,272.1385632436467,6658.460457259964,0.11199820975919991,0.17416593892704102,2.868080742461556,77.8311185931396,0.12810576416678776,0.7354274312104018,0.30952380952380953,0.5865172404479917,0.4134827595520083,6,6.0,16,0.8097413391002031,0.08778069005901401,0.10969064920618483
random_sparse,block_topological,2,60,,6,0.18,0.8,0.4,deep,2,0.10678824100000384,215.79433575364973,2020.768707611187,0.03930520115929397,0.08733280696747682,1.5529876491728125,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.02917748264184155,0.9708225173581585,18,2.0,2,0.8578052611424347,0.026576680648112302,0.05046663020583513
random_sparse,block_random,2,60,,6,0.18,0.8,0.4,deep,2,0.11148591099993155,183.63987433689513,1647.2025271158066,0.045308795059328846,0.10868082391595446,2.1804887658401926,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.044983219885464186,0.9550167801145358,18,2.0,2,0.8472628666230467,0.03322206136215926,0.085481142904021
random_sparse,block_precision_bfs,2,60,,6,0.18,0.8,0.4,deep,2,0.13410111099994992,234.3263753330842,1747.3857866335775,0.05957738885548958,0.07324480394114158,2.007700819014705,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.17275190864366197,0.827248091356338,20,1.8,2,0.850073969393009,0.04450252661364127,0.04471295629354251
random_sparse,block_topological,2,60,,6,0.18,0.8,0.4,deep,4,0.06116718100008711,186.1620758148257,3043.4960835380098,0.053559203094482276,0.13244040424750728,2.5951584130504695,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.10774862694130827,0.8922513730586917,9,4.0,4,0.835922799446043,0.042397385539381646,0.10205301286261498
random_sparse,block_random,2,60,,6,0.18,0.8,0.4,deep,4,0.05686862999993991,211.53193530210228,3719.6594203575114,0.07708486210126177,0.10585966687375833,1.831321780206246,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.08188812398458008,0.9181118760154199,9,4.0,4,0.8495510156104841,0.06870438930916685,0.0748306835739143
random_sparse,block_precision_bfs,2,60,,6,0.18,0.8,0.4,deep,4,0.07505613099999664,238.05261254650975,3171.6611204822216,0.048507485419638806,0.07756200868115684,1.5126094129290935,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.28613162234975703,0.713868377650243,11,3.272727272727273,4,0.8283141602486352,0.03627028647211534,0.04145250276905916
random_sparse,block_topological,2,60,,6,0.18,0.8,0.4,deep,8,0.03294376199994531,241.45309377504952,7329.250793380865,0.058519705242665754,0.0697847331568017,1.446139515967231,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.2995251716096153,0.7004748283903848,5,7.2,8,0.7927319317392916,0.04867921167457529,0.0452843476780204
random_sparse,block_random,2,60,,6,0.18,0.8,0.4,deep,8,0.03272456100000909,213.0458465623624,6510.273630937425,0.06696280105686948,0.09752472191755529,2.0385543301418036,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.2066043737150055,0.7933956262849945,5,7.2,8,0.8411431986256965,0.05278989185054646,0.05377587435825321
random_sparse,block_precision_bfs,2,60,,6,0.18,0.8,0.4,deep,8,0.04715217600005417,254.0217329027795,5387.274871524225,0.044033663843480716,0.0575890285599927,1.6230763707158324,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.33852639027769144,0.6614736097223086,7,5.142857142857143,8,0.7319198815023541,0.01836706419517118,0.030492232396982306
random_sparse,block_topological,2,60,,6,0.18,0.8,0.4,deep,12,0.021040625999944496,283.0978153883018,13454.819043361571,0.07657830056288936,0.05547724741577665,1.27268693069095,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.4261400700599699,0.5738599299400301,3,12.0,12,0.775623138835402,0.06454256340399951,0.0298093723103666
random_sparse,block_random,2,60,,6,0.18,0.8,0.4,deep,12,0.02140880100000686,263.1483554482228,12291.597060860086,0.049618444956429544,0.06572052518660554,1.4039618072193256,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.2524711352983302,0.7475288647016698,3,12.0,12,0.8268792028225928,0.029816110334516834,0.02945772976914105
random_sparse,block_precision_bfs,2,60,,6,0.18,0.8,0.4,deep,12,0.03178377399990495,291.26506778718004,9163.954783596531,0.07906039197537544,0.08242995706450054,1.7425521870151448,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.4313067289812655,0.5686932710187345,4,9.0,12,0.6369570717229264,0.05526649233693441,0.041230600489884944
random_sparse,block_topological,2,60,,6,0.18,0.8,0.4,deep,16,0.023288016000037715,315.22565319741705,13535.960006078085,0.042454194383386476,0.07637292367563256,1.5965413140578024,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.5188135881585497,0.4811864118414503,3,12.0,16,0.7007609711090106,0.028211080925253325,0.040825599469922966
random_sparse,block_random,2,60,,6,0.18,0.8,0.4,deep,16,0.022822788999974364,308.49379935116207,13516.919398041518,0.08720405990800409,0.09553770760921543,1.7683529091427277,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.4434333605154658,0.5565666394845342,3,12.0,16,0.7608063015388186,0.061789970308409,0.05811412042822303
random_sparse,block_precision_bfs,2,60,,6,0.18,0.8,0.4,deep,16,0.04006588100003228,316.7613557738535,7906.012494111843,0.06777176711538588,0.062240510761430244,1.3602119389706626,57.544820896380514,0.12426481279155976,0.6861645868812366,0.4111111111111111,0.5581872056164315,0.44181279438356846,6,6.0,16,0.711681448646826,0.045355950036102786,0.034609570064455884
