graph_type,method,repetition,dimension,depth,sparsity,correlation,observed_fraction,observation_strategy,n_observed,n_latent,runtime_seconds,ess_mean,ess_min,ess_max,mean_rmse,variance_rmse,covariance_frobenius_error,acceptance_rate
layered,rw_mh,3,70,4,0.6,0.8,0.25,deep,18,52,0.010617666994221509,1.3324450366422387,1.3324450366422385,1.3324450366422385,6.777858073071136e-14,3.6286492982173977,46.47059016066,0.0
layered,single_site_gibbs,3,70,4,0.6,0.8,0.25,uniform,18,52,0.22499920899281278,91.5733641214503,22.374587032364058,420.2664650970186,0.23754291533720764,0.7999568782823138,20.56037610592192,
layered,block_gibbs,3,70,4,0.6,0.8,0.25,uniform,18,52,0.5576101249898784,115.09068646292891,23.548777276835512,480.27921041468437,0.13404118790835107,0.7923134142428406,18.975968853651327,
layered,rw_mh,3,70,4,0.6,0.8,0.25,uniform,18,52,0.010712458984926343,1.3324450366422387,1.3324450366422385,1.3324450366422385,4.363501468201273e-14,5.62895554040359,74.15175348025807,0.0
layered,single_site_gibbs,3,70,4,0.6,0.8,0.25,shallow,18,52,0.22443500004010275,73.0798527288824,22.626049887452197,408.4921615486938,0.38931029765699454,1.3834188030017722,37.7397656680206,
layered,block_gibbs,3,70,4,0.6,0.8,0.25,shallow,18,52,0.5450368329766206,108.19264343218008,8.86470693519793,821.6558333020114,0.7440044762014904,2.0483955824649467,47.30498614641947,
layered,rw_mh,3,70,4,0.6,0.8,0.25,shallow,18,52,0.010712457995396107,1.3324450366422387,1.3324450366422385,1.3324450366422385,1.170124895200238e-13,7.732340898980927,114.03211275735369,0.0
layered,single_site_gibbs,3,75,4,0.6,0.8,0.25,deep,19,56,0.24214262497844175,113.35239067021408,27.05358925527718,337.8170372481992,0.08569117436821201,0.510896237811992,17.635834250211893,
layered,block_gibbs,3,75,4,0.6,0.8,0.25,deep,19,56,0.6123338750330731,173.90813868614936,29.5830771515128,690.3446843067035,0.3685150522779307,0.34883366254150217,10.879628773621057,
layered,rw_mh,3,75,4,0.6,0.8,0.25,deep,19,56,0.010889875004068017,1.3324450366422387,1.3324450366422385,1.3324450366422385,1.1211544077232234e-13,3.8103983215121513,51.84992785278932,0.0
layered,single_site_gibbs,3,75,4,0.6,0.8,0.25,uniform,19,56,0.24219237500801682,66.11080835282918,25.417424182924496,239.82144563800583,0.2774643065755386,1.038051782644994,30.4530986019216,
layered,block_gibbs,3,75,4,0.6,0.8,0.25,uniform,19,56,0.5855079159955494,74.4823288761745,12.695250933040025,442.10455051675797,0.3201799348992524,0.921973267066619,23.841638456123363,
layered,rw_mh,3,75,4,0.6,0.8,0.25,uniform,19,56,0.010822290962096304,1.3324450366422387,1.3324450366422385,1.3324450366422385,5.198987355447903e-14,6.3221698303791465,90.16498150902872,0.0
layered,single_site_gibbs,3,75,4,0.6,0.8,0.25,shallow,19,56,0.24487812496954575,26.791778205281673,6.5000990332439255,129.94113275801533,1.7454349755291487,3.991689836234634,101.64823938308304,
layered,block_gibbs,3,75,4,0.6,0.8,0.25,shallow,19,56,0.5817479580291547,28.59903760621706,7.574461562086617,113.58606331481556,0.7648656148416966,3.075581051525485,71.00838804813318,
layered,rw_mh,3,75,4,0.6,0.8,0.25,shallow,19,56,0.011016250005923212,1.3324450366422387,1.3324450366422385,1.3324450366422385,2.3742009683518717e-14,14.747412031730763,210.59764559131085,0.0
layered,single_site_gibbs,3,80,4,0.6,0.8,0.25,deep,20,60,0.26884783298010007,83.60701011331771,13.421834511888228,421.72281022131506,0.3115497353928537,1.0425791904564559,29.74832535646922,
layered,block_gibbs,3,80,4,0.6,0.8,0.25,deep,20,60,0.6055108750006184,107.75310202235727,12.323006926501511,656.4265556106814,0.28497024992823794,1.0741637050823825,35.45869401648539,
layered,rw_mh,3,80,4,0.6,0.8,0.25,deep,20,60,0.01117220800369978,1.3324450366422387,1.3324450366422385,1.3324450366422385,6.970010459217621e-14,7.289707674112905,120.29877969184233,0.0
layered,single_site_gibbs,3,80,4,0.6,0.8,0.25,uniform,20,60,0.2662772500189021,127.79131358485743,33.15389185694378,698.2855203551294,0.4301549380267402,2.743344136945197,52.858426216671,
layered,block_gibbs,3,80,4,0.6,0.8,0.25,uniform,20,60,0.6221784999943338,136.7040839255852,13.143491412225638,810.5935824211252,0.4900188647613816,1.8123373538987109,43.5090636197849,
layered,rw_mh,3,80,4,0.6,0.8,0.25,uniform,20,60,0.011171749967616051,1.3324450366422387,1.3324450366422385,1.3324450366422385,7.669012577263011e-14,6.638657702177369,105.50496499072942,0.0
layered,single_site_gibbs,3,80,4,0.6,0.8,0.25,shallow,20,60,0.2660148750292137,43.46420828717996,8.338172349688975,172.2464254125858,0.40582939332824636,5.192938119190491,142.48057466458596,
layered,block_gibbs,3,80,4,0.6,0.8,0.25,shallow,20,60,0.5895019159652293,42.47252518384309,11.302898923994853,248.4256658219269,2.2949463124194986,4.133296114614489,105.09114635270697,
layered,rw_mh,3,80,4,0.6,0.8,0.25,shallow,20,60,0.011306457978207618,1.3324450366422387,1.3324450366422385,1.3324450366422385,7.712083614433354e-14,15.160833935038108,277.39048893631474,0.0
layered,single_site_gibbs,3,85,4,0.6,0.8,0.25,deep,21,64,0.2826290420489386,113.67852406272662,21.228238131918513,437.44994734109923,0.11875470734552585,1.1919022642783228,34.89436768042816,
layered,block_gibbs,3,85,4,0.6,0.8,0.25,deep,21,64,0.677113667014055,154.42713355177176,15.687672127328248,929.3942757143548,0.32535877449900275,1.1902155845705853,35.51278053130308,
layered,rw_mh,3,85,4,0.6,0.8,0.25,deep,21,64,0.011785459006205201,16.936625582944703,1.3324450366422385,1000.0,1.0335004603357146e-13,5.681232495013208,96.53305681289261,0.0
layered,single_site_gibbs,3,85,4,0.6,0.8,0.25,uniform,21,64,0.2984172920114361,61.245456855427584,6.029762970364993,529.847174864046,0.29169924830551985,4.286636468092443,121.00520878153117,
layered,block_gibbs,3,85,4,0.6,0.8,0.25,uniform,21,64,0.632191792014055,100.65259530800253,8.345093660904713,924.5160652221724,0.7981374927237621,2.862165400125578,80.91114132420267,
